complaint_id,text,category,priority,sentiment,resolution_time
38,Trade-related query,Trade,Low,-0.9803063979791649,47
39,Defective item received,Product,Low,0.7297935319341367,60
40,Box was broken,Packaging,Low,0.06895339504869691,9
41,Product stopped working,Product,Medium,-0.13505454989228016,27
42,Inquiry about pricing,Trade,Medium,-0.4014582071472024,28
43,Defective item received,Product,Medium,0.5029543638827634,61
44,Trade-related query,Trade,High,0.765834422004191,71
45,Damaged packaging,Packaging,Medium,-0.7710479849061569,41
46,Box was broken,Packaging,Low,-0.44447814397152796,32
47,Trade-related query,Trade,Medium,-0.45102136195701115,35
48,Damaged packaging,Packaging,Medium,0.18449822117783832,9
49,Box was broken,Packaging,Low,0.8392408413687205,8
50,Defective item received,Product,Medium,0.27057781473339815,20
51,Inquiry about pricing,Trade,Medium,-0.6111719434236078,30
52,Poor packaging quality,Packaging,Low,0.660926264631224,62
53,Damaged packaging,Packaging,High,-0.005050594817273879,9
54,Inquiry about pricing,Trade,Low,0.8924504480393656,53
55,Product malfunctioning,Product,High,-0.7641107348783422,57
56,Product malfunctioning,Product,Low,0.7438051650229338,5
57,Inquiry about pricing,Trade,High,-0.45765644436005526,27
58,Need bulk order details,Trade,High,-0.08261516999360352,27
59,Inquiry about pricing,Trade,High,-0.8845417184405688,9
60,Inquiry about pricing,Trade,Low,0.09770970142823643,28
61,Box was broken,Packaging,High,0.8066272955966565,45
62,Damaged packaging,Packaging,Medium,-0.05527033915562729,61
63,Inquiry about pricing,Trade,Medium,0.15996785440056027,4
64,Poor packaging quality,Packaging,Medium,0.8911189072101153,72
65,Product malfunctioning,Product,High,0.8565345950670058,41
66,Poor packaging quality,Packaging,High,0.340751731098462,9
67,Inquiry about pricing,Trade,Low,0.8608201075719262,65
68,Poor packaging quality,Packaging,Medium,-0.8752457625295866,52
69,Product malfunctioning,Product,Low,-0.806510339487817,16
70,Trade-related query,Trade,Medium,-0.7671274906449552,62
71,Product stopped working,Product,Medium,-0.3706835680989924,60
72,Damaged packaging,Packaging,High,-0.4122079273245409,16
73,Product malfunctioning,Product,High,-0.8310490849215502,70
74,Damaged packaging,Packaging,Low,-0.21043261541386604,3
75,Need bulk order details,Trade,Low,0.21049872976959372,36
76,Product malfunctioning,Product,Low,0.41663561743785826,9
77,Poor packaging quality,Packaging,Medium,-0.9391075465150367,62
78,Product stopped working,Product,High,-0.33082949964895625,13
79,Box was broken,Packaging,Medium,-0.287344560334033,46
80,Defective item received,Product,Medium,-0.6193722902695857,18
81,Inquiry about pricing,Trade,Low,0.22138850496295492,43
82,Box was broken,Packaging,Medium,-0.4358627438174161,36
83,Box was broken,Packaging,High,-0.2932647517391842,54
84,Damaged packaging,Packaging,Medium,0.39728822067737357,17
85,Trade-related query,Trade,Low,-0.6959131387269026,53
86,Damaged packaging,Packaging,Low,0.09018307253743707,47
87,Poor packaging quality,Packaging,Low,-0.40152690305422856,12
88,Poor packaging quality,Packaging,Medium,-0.4706947645386961,13
89,Poor packaging quality,Packaging,High,-0.3006841404701672,10
90,Need bulk order details,Trade,Low,0.4500062247783432,67
91,Defective item received,Product,Medium,0.21748732721822384,45
92,Inquiry about pricing,Trade,Low,-0.18541381065360096,20
93,Product malfunctioning,Product,High,-0.8888131261410368,54
94,Damaged packaging,Packaging,High,-0.5278042896559159,2
95,Product stopped working,Product,High,0.9274358849692483,36
96,Poor packaging quality,Packaging,Low,0.8336971362362235,26
97,Box was broken,Packaging,High,0.5877033012985589,13
98,Need bulk order details,Trade,Medium,-0.028524365103635985,25
99,Need bulk order details,Trade,High,-0.5625756003071438,15
100,Damaged packaging,Packaging,Medium,0.42815749005850345,22
101,Damaged packaging,Packaging,Medium,-0.6829629509372914,31
102,Product stopped working,Product,Low,-0.21114064903956642,55
103,Trade-related query,Trade,High,0.31429487039396165,34
104,Box was broken,Packaging,Medium,0.17079022478102246,49
105,Trade-related query,Trade,Medium,-0.22430996847907236,42
106,Box was broken,Packaging,High,0.8801841961611319,51
107,Product stopped working,Product,High,-0.7023839200919113,7
108,Inquiry about pricing,Trade,High,0.4456174750042392,1
109,Damaged packaging,Packaging,High,-0.031339403886816664,58
110,Product stopped working,Product,High,0.28882392608631346,54
111,Box was broken,Packaging,High,-0.9841593344126021,65
112,Defective item received,Product,High,0.11683537602250027,61
113,Poor packaging quality,Packaging,Medium,0.6827364518666248,7
114,Damaged packaging,Packaging,Medium,0.8544545606129963,46
115,Product malfunctioning,Product,Low,0.40332156631875793,37
116,Product stopped working,Product,Low,-0.39483577942317916,70
117,Damaged packaging,Packaging,High,-0.130888850087844,10
118,Defective item received,Product,High,-0.5138425663613462,52
119,Defective item received,Product,Medium,-0.6294283904793514,27
120,Damaged packaging,Packaging,High,0.874302594174349,54
121,Product malfunctioning,Product,Medium,0.7738076992125515,39
122,Product stopped working,Product,Medium,-0.25210636653146823,26
123,Inquiry about pricing,Trade,High,0.5043385961533464,56
124,Poor packaging quality,Packaging,Low,-0.8775522770485773,40
125,Poor packaging quality,Packaging,High,-0.7557205922034915,72
126,Need bulk order details,Trade,Medium,-0.36009184118044857,50
127,Need bulk order details,Trade,Medium,-0.723051915266401,19
128,Product malfunctioning,Product,Low,0.7827841767152126,71
129,Defective item received,Product,Medium,-0.11525689855839061,20
130,Poor packaging quality,Packaging,High,-0.14603448296017496,6
131,Product stopped working,Product,Low,0.21767134828685086,52
132,Product malfunctioning,Product,Medium,-0.12665993391455,2
133,Damaged packaging,Packaging,Low,0.3605518672472643,3
134,Product malfunctioning,Product,Medium,-0.8471444296486363,43
135,Trade-related query,Trade,Medium,0.48091605912392565,21
136,Box was broken,Packaging,Medium,0.5515077394951933,8
137,Product stopped working,Product,Low,0.8783567784527799,9
138,Trade-related query,Trade,High,-0.18996518527263206,49
139,Damaged packaging,Packaging,Medium,0.9740788922045314,9
140,Need bulk order details,Trade,High,-0.8386241325885668,14
141,Damaged packaging,Packaging,High,0.9093862277691542,47
142,Poor packaging quality,Packaging,Medium,0.01486498696309213,66
143,Trade-related query,Trade,Low,-0.8060541656879741,70
144,Damaged packaging,Packaging,Low,0.580267590553817,35
145,Inquiry about pricing,Trade,Low,-0.19755887101539948,13
146,Need bulk order details,Trade,Medium,0.8815167228142786,67
147,Trade-related query,Trade,Medium,0.65489999561709,8
148,Poor packaging quality,Packaging,High,0.2255927221782732,67
149,Poor packaging quality,Packaging,Low,0.028567897214154314,59
150,Product malfunctioning,Product,Medium,-0.9028374192208937,36
151,Trade-related query,Trade,Low,0.2255212250914953,71
152,Damaged packaging,Packaging,Low,-0.6982476070613055,38
153,Product malfunctioning,Product,Low,-0.5320213006891552,48
154,Damaged packaging,Packaging,Medium,-0.7792741786571571,58
155,Inquiry about pricing,Trade,High,-0.5023821259680172,12
156,Need bulk order details,Trade,Low,-0.047372256873860596,37
157,Box was broken,Packaging,Medium,0.7824183060761651,42
158,Product malfunctioning,Product,High,-0.22889962099038486,14
159,Trade-related query,Trade,Low,-0.551991616084994,19
160,Poor packaging quality,Packaging,Low,-0.2971864800107893,22
161,Product stopped working,Product,High,-0.09370114311402533,57
162,Inquiry about pricing,Trade,Medium,-0.25216799946187973,55
163,Box was broken,Packaging,High,0.518234738263653,12
164,Product stopped working,Product,Low,-0.1205116229087857,40
165,Damaged packaging,Packaging,High,-0.6393670846151938,49
166,Product malfunctioning,Product,Medium,0.9961627724334348,70
167,Product malfunctioning,Product,Low,-0.5921216929631641,29
168,Box was broken,Packaging,High,0.8970731094227602,8
169,Poor packaging quality,Packaging,Medium,-0.21025844947878336,61
170,Product stopped working,Product,Low,-0.6911341244533675,45
171,Inquiry about pricing,Trade,High,-0.27644454574551824,4
172,Inquiry about pricing,Trade,High,0.1807583765579308,39
173,Inquiry about pricing,Trade,High,0.2332092883464585,4
174,Damaged packaging,Packaging,High,-0.3237129496842739,44
175,Need bulk order details,Trade,High,-0.5685089390385536,51
176,Product stopped working,Product,High,-0.06687117887222627,9
177,Product stopped working,Product,High,-0.30040825356945944,61
178,Defective item received,Product,Medium,-0.4461576871612769,34
179,Damaged packaging,Packaging,Low,-0.9494028539492521,26
180,Trade-related query,Trade,High,0.5085120876010867,23
181,Damaged packaging,Packaging,Low,-0.9409817097401632,44
182,Trade-related query,Trade,Medium,-0.3027715701484235,19
183,Poor packaging quality,Packaging,High,-0.2824918928594271,29
184,Trade-related query,Trade,Low,0.7458553730585582,12
185,Box was broken,Packaging,Low,0.07985197917903553,39
186,Need bulk order details,Trade,High,-0.5972877242997494,48
187,Poor packaging quality,Packaging,High,-0.6025642006817149,33
188,Damaged packaging,Packaging,Medium,0.4986396024579549,9
189,Damaged packaging,Packaging,Medium,0.45714010387521786,66
190,Need bulk order details,Trade,Low,0.11903215950354173,33
191,Product malfunctioning,Product,High,0.2713717580141686,47
192,Inquiry about pricing,Trade,Low,-0.90444041354101,25
193,Product malfunctioning,Product,Medium,-0.998082370616953,39
194,Damaged packaging,Packaging,High,0.011577892599462514,68
195,Need bulk order details,Trade,High,0.20083330677459643,64
196,Trade-related query,Trade,Medium,-0.5377868749190169,14
197,Defective item received,Product,Medium,0.007560481752535209,45
198,Product malfunctioning,Product,Low,-0.0036069508748723944,26
199,Damaged packaging,Packaging,Medium,0.3772319003982074,41
200,Poor packaging quality,Packaging,High,-0.6570355912016164,58
201,Product stopped working,Product,Medium,0.9233776633883344,58
202,Need bulk order details,Trade,Medium,-0.48113149973866953,44
203,Product malfunctioning,Product,Low,0.8912931793665642,43
204,Need bulk order details,Trade,High,-0.4953576227068168,70
205,Box was broken,Packaging,High,0.7092627069424455,67
206,Need bulk order details,Trade,High,0.511159685400606,13
207,Product malfunctioning,Product,High,-0.6016016026099626,26
208,Damaged packaging,Packaging,Low,0.9024225673036577,58
209,Damaged packaging,Packaging,High,0.26614334446120025,63
210,Product stopped working,Product,Low,0.7059264224917274,12
211,Damaged packaging,Packaging,Medium,0.47224723594754137,22
212,Product malfunctioning,Product,Low,0.18899143909583094,14
213,Defective item received,Product,Medium,0.2641050791688533,6
214,Inquiry about pricing,Trade,Low,-0.8397094011386042,21
215,Product stopped working,Product,Medium,0.31993203120979863,43
216,Box was broken,Packaging,Medium,0.07862048303504388,31
217,Inquiry about pricing,Trade,Medium,0.9196692513918499,41
218,Trade-related query,Trade,Medium,0.21334010464414366,16
219,Need bulk order details,Trade,Medium,-0.7666567112003431,48
220,Defective item received,Product,Low,-0.10629533208253905,9
221,Trade-related query,Trade,Medium,0.43898305840170426,10
222,Product stopped working,Product,Low,0.45516195111137425,49
223,Trade-related query,Trade,High,0.20497950594092007,41
224,Damaged packaging,Packaging,High,-0.6681039379289493,36
225,Box was broken,Packaging,Medium,-0.5924718042958395,56
226,Poor packaging quality,Packaging,Low,0.5219402248418115,17
227,Product stopped working,Product,Low,-0.1745130408453801,67
228,Inquiry about pricing,Trade,Medium,-0.04611788811008655,13
229,Defective item received,Product,Medium,-0.23539136742881395,22
230,Product malfunctioning,Product,High,-0.018298653427561762,4
231,Damaged packaging,Packaging,High,-0.6395873219826425,33
232,Inquiry about pricing,Trade,Low,-0.12838178682913393,17
233,Damaged packaging,Packaging,Low,0.028285338931242965,14
234,Need bulk order details,Trade,Low,0.3179337167223233,14
235,Damaged packaging,Packaging,Medium,-0.6088732929954723,6
236,Need bulk order details,Trade,Medium,-0.2410592937865912,61
237,Product malfunctioning,Product,High,-0.29247603015566925,27
238,Box was broken,Packaging,Medium,0.7066343617278532,22
239,Product malfunctioning,Product,High,0.20556416478352713,68
240,Box was broken,Packaging,Medium,0.7863657615764603,70
241,Product malfunctioning,Product,Medium,-0.9820682618123646,35
242,Trade-related query,Trade,Low,-0.740430316646945,67
243,Poor packaging quality,Packaging,High,-0.859875782258545,26
244,Product stopped working,Product,Low,-0.9882736445668163,6
245,Box was broken,Packaging,High,-0.959042547707557,14
246,Defective item received,Product,Low,0.7346046790430367,71
247,Product stopped working,Product,Medium,-0.7961033737089631,60
248,Product malfunctioning,Product,Low,-0.4416404392258011,21
249,Product malfunctioning,Product,Low,0.2906294075077156,6
250,Trade-related query,Trade,High,-0.4013493866515543,41
251,Box was broken,Packaging,Low,-0.31094096315020736,67
252,Poor packaging quality,Packaging,Medium,-0.2265610862533316,51
253,Need bulk order details,Trade,Low,-0.730436804065274,26
254,Product stopped working,Product,High,0.13009079463682682,16
255,Poor packaging quality,Packaging,High,-0.7656990328776521,20
256,Need bulk order details,Trade,Medium,-0.01273390126505114,9
257,Poor packaging quality,Packaging,High,-0.056763571680894076,48
258,Inquiry about pricing,Trade,High,0.49651835819573464,71
259,Poor packaging quality,Packaging,Medium,0.9336943671184548,32
260,Trade-related query,Trade,Low,-0.8076580627731318,35
261,Damaged packaging,Packaging,Medium,-0.5220897676139302,24
262,Poor packaging quality,Packaging,Medium,0.887942928628142,67
263,Product stopped working,Product,High,-0.749609940300463,19
264,Poor packaging quality,Packaging,Medium,0.8290139275574957,16
265,Product stopped working,Product,Low,-0.8638000746727132,8
266,Defective item received,Product,Low,-0.5393423027298987,3
267,Product stopped working,Product,Low,0.6021015877984515,35
268,Inquiry about pricing,Trade,High,0.5243208179787733,54
269,Defective item received,Product,Low,-0.740784682060136,63
270,Defective item received,Product,Low,-0.8090564714515529,50
271,Box was broken,Packaging,Low,-0.7163634042128326,51
272,Need bulk order details,Trade,Low,0.11581700658926475,43
273,Inquiry about pricing,Trade,High,0.4710321332202543,9
274,Box was broken,Packaging,Low,0.6271007090366749,44
275,Trade-related query,Trade,Low,-0.9513486484543163,55
276,Damaged packaging,Packaging,Medium,-0.7361142168035828,20
277,Product malfunctioning,Product,Medium,0.6727535986914148,14
278,Need bulk order details,Trade,Medium,0.8576941475043938,2
279,Defective item received,Product,Low,-0.6840485019606823,59
280,Box was broken,Packaging,Medium,-0.27102535297766206,21
281,Box was broken,Packaging,High,0.5063845323881591,47
282,Poor packaging quality,Packaging,Low,-0.21658430522581806,42
283,Defective item received,Product,Low,0.6558372978975469,25
284,Product stopped working,Product,High,-0.6823896824488165,3
285,Damaged packaging,Packaging,Medium,0.512460291909151,21
286,Poor packaging quality,Packaging,Low,0.6963372856481382,25
287,Need bulk order details,Trade,Medium,-0.18138000495191742,21
288,Box was broken,Packaging,Medium,0.7044827027291685,55
289,Trade-related query,Trade,Medium,-0.929586311282776,28
290,Inquiry about pricing,Trade,Medium,-0.09463994604624903,27
291,Product malfunctioning,Product,High,-0.09811054992958068,64
292,Defective item received,Product,Low,0.43262397749045056,36
293,Product stopped working,Product,Low,0.0066915905297717515,38
294,Need bulk order details,Trade,Medium,-0.33839780703659295,33
295,Defective item received,Product,Medium,-0.8406881140411453,25
296,Box was broken,Packaging,Low,0.34453099243072294,60
297,Box was broken,Packaging,Low,0.6779632420070201,55
298,Damaged packaging,Packaging,Medium,-0.5856097639058884,55
299,Trade-related query,Trade,Low,0.6650588353437394,37
300,Product malfunctioning,Product,Medium,0.10894622260537234,20
301,Need bulk order details,Trade,High,-0.09463299376707646,31
302,Product malfunctioning,Product,Medium,-0.7055717442479403,15
303,Inquiry about pricing,Trade,Low,0.2840523083414017,40
304,Poor packaging quality,Packaging,Medium,-0.06222526345074342,48
305,Box was broken,Packaging,Low,-0.15076993886810963,44
306,Product malfunctioning,Product,Low,0.6134849975317294,28
307,Product stopped working,Product,High,-0.09485894649846593,22
308,Product stopped working,Product,High,0.1264108825202248,65
309,Inquiry about pricing,Trade,Medium,0.32728916667591235,11
310,Poor packaging quality,Packaging,Low,-0.5550030342712013,12
311,Damaged packaging,Packaging,Medium,0.9134277586425601,39
312,Product malfunctioning,Product,Low,0.6615306782671462,56
313,Box was broken,Packaging,Medium,0.7183211682501329,35
314,Box was broken,Packaging,Medium,-0.998238821345955,14
315,Poor packaging quality,Packaging,Medium,-0.6871258696599776,59
316,Product malfunctioning,Product,High,0.1857859777787061,51
317,Box was broken,Packaging,Medium,0.23677809437707253,7
318,Defective item received,Product,High,-0.09514523693881305,3
319,Product malfunctioning,Product,High,-0.751011472454731,36
320,Poor packaging quality,Packaging,Low,0.10666322058497868,22
321,Defective item received,Product,Medium,-0.692485809222606,30
322,Inquiry about pricing,Trade,High,0.6254207176243287,12
323,Trade-related query,Trade,High,-0.7756429041069868,72
324,Defective item received,Product,High,-0.9743813026113803,66
325,Need bulk order details,Trade,High,0.7619224182720761,9
326,Damaged packaging,Packaging,Medium,0.29999762728256285,45
327,Product stopped working,Product,Low,-0.18041000915587913,60
328,Product malfunctioning,Product,Medium,-0.45483021380324584,17
329,Trade-related query,Trade,Medium,0.9076623972272149,47
330,Trade-related query,Trade,Low,0.9059026532589693,60
331,Product malfunctioning,Product,Low,0.7538219395311427,50
332,Box was broken,Packaging,High,-0.11853963390266431,41
333,Product stopped working,Product,Low,0.8722075702799661,62
334,Trade-related query,Trade,High,-0.7832396885311639,34
335,Defective item received,Product,Medium,0.580969987166619,24
336,Box was broken,Packaging,Medium,0.49461187697371334,28
337,Need bulk order details,Trade,Medium,-0.9354038193441718,62
338,Poor packaging quality,Packaging,Medium,-0.9891648674707358,68
339,Defective item received,Product,High,-0.18131624923800205,9
340,Inquiry about pricing,Trade,Low,-0.6087262387700683,57
341,Inquiry about pricing,Trade,Medium,-0.7559857413244033,70
342,Damaged packaging,Packaging,High,-0.04868916248243238,2
343,Product malfunctioning,Product,High,-0.9029392113583234,15
344,Box was broken,Packaging,High,-0.175619905980835,47
345,Damaged packaging,Packaging,Medium,-0.44288383100213835,34
346,Inquiry about pricing,Trade,Low,0.8676344741968218,21
347,Damaged packaging,Packaging,Medium,0.513125262106831,31
348,Poor packaging quality,Packaging,High,0.7772791956017151,60
349,Poor packaging quality,Packaging,Low,-0.5444244659834367,26
350,Inquiry about pricing,Trade,Low,0.1802033663448399,72
351,Defective item received,Product,High,0.1578499070031516,37
352,Product malfunctioning,Product,Low,0.10366421655705316,19
353,Trade-related query,Trade,High,0.9832302996509978,61
354,Damaged packaging,Packaging,Low,0.0027012377845561097,50
355,Product malfunctioning,Product,Low,0.3401110834474179,23
356,Trade-related query,Trade,Low,-0.12569561723664502,24
357,Poor packaging quality,Packaging,High,0.30221940338984465,31
358,Defective item received,Product,High,-0.07888691371973433,2
359,Product malfunctioning,Product,High,0.332695690746198,66
360,Product malfunctioning,Product,Low,-0.40569029541521573,45
361,Inquiry about pricing,Trade,Low,-0.8578098339009794,1
362,Product stopped working,Product,Low,-0.2999063332776839,29
363,Trade-related query,Trade,High,-0.21684778781338587,44
364,Product malfunctioning,Product,Medium,0.7437260774978587,67
365,Damaged packaging,Packaging,Low,0.18137913018011664,11
366,Trade-related query,Trade,High,-0.31868689948826034,1
367,Product stopped working,Product,Medium,-0.023615784636084047,54
368,Inquiry about pricing,Trade,Low,0.04745971097556656,62
369,Product malfunctioning,Product,High,-0.04870455854222988,5
370,Inquiry about pricing,Trade,Low,0.19280672658433917,34
371,Trade-related query,Trade,Medium,0.9109425997210858,1
372,Inquiry about pricing,Trade,Medium,0.6572504010280169,17
373,Product stopped working,Product,Medium,-0.7840791476722544,13
374,Inquiry about pricing,Trade,Medium,0.5839370673150222,21
375,Trade-related query,Trade,Low,-0.8004316457861143,48
376,Product malfunctioning,Product,Medium,0.7298893279721579,45
377,Box was broken,Packaging,High,-0.5538547273992709,36
378,Poor packaging quality,Packaging,Medium,0.39687010756913743,1
379,Poor packaging quality,Packaging,High,0.531037804009127,67
380,Product stopped working,Product,Medium,-0.708694093552874,1
381,Damaged packaging,Packaging,Medium,-0.37298981453612234,18
382,Box was broken,Packaging,Medium,-0.432161735039007,68
383,Damaged packaging,Packaging,Low,-0.03393331111047937,63
384,Box was broken,Packaging,High,-0.12477945664966561,29
385,Product malfunctioning,Product,Medium,-0.5676270744306045,62
386,Poor packaging quality,Packaging,High,-0.15294518574337457,29
387,Product stopped working,Product,High,-0.5568691080788708,15
388,Need bulk order details,Trade,Medium,-0.6873581761816969,27
389,Poor packaging quality,Packaging,Low,-0.3247317240391201,43
390,Product malfunctioning,Product,High,-0.6350251873566211,60
391,Trade-related query,Trade,Low,-0.8765779831952942,2
392,Box was broken,Packaging,High,0.029939281629003833,4
393,Damaged packaging,Packaging,High,0.4257166164084272,44
394,Product malfunctioning,Product,Low,-0.15796856810059756,28
395,Inquiry about pricing,Trade,Medium,-0.6617684672514965,21
396,Box was broken,Packaging,Low,0.8940238418545412,62
397,Need bulk order details,Trade,High,-0.8567502790130717,47
398,Inquiry about pricing,Trade,Medium,-0.46808172521561464,24
399,Defective item received,Product,High,-0.8811727831873946,44
400,Product malfunctioning,Product,Low,0.4066439073020356,61
401,Need bulk order details,Trade,Low,0.07187470577732036,20
402,Need bulk order details,Trade,Medium,-0.9623487734871023,44
403,Poor packaging quality,Packaging,Medium,0.6663750125475525,60
404,Inquiry about pricing,Trade,Low,0.7549784381688485,67
405,Box was broken,Packaging,Medium,0.03805211151090693,39
406,Product malfunctioning,Product,Medium,0.8149397599377444,43
407,Product malfunctioning,Product,Low,-0.34318882150616714,29
408,Damaged packaging,Packaging,Low,0.18585623096681747,39
409,Need bulk order details,Trade,High,0.20677199787645684,46
410,Trade-related query,Trade,Low,-0.3218466163905249,31
411,Poor packaging quality,Packaging,Medium,-0.23041749641481823,49
412,Inquiry about pricing,Trade,Low,-0.9374442224426005,50
413,Box was broken,Packaging,Medium,-0.386180161430453,18
414,Damaged packaging,Packaging,High,0.7562673881629085,21
415,Product malfunctioning,Product,High,-0.7635247352383658,45
416,Product malfunctioning,Product,Low,-0.12918507885014696,9
417,Trade-related query,Trade,Low,-0.1825029486404255,52
418,Product stopped working,Product,Low,0.059839126355702765,45
419,Product malfunctioning,Product,High,-0.2672192610297557,16
420,Box was broken,Packaging,Medium,-0.937978144835121,26
421,Damaged packaging,Packaging,Medium,0.252401709232001,20
422,Defective item received,Product,Medium,0.9102507757587717,54
423,Damaged packaging,Packaging,High,-0.06653318969487598,61
424,Defective item received,Product,Low,0.2631614943058873,47
425,Product stopped working,Product,High,-0.8704959242700954,6
426,Product stopped working,Product,High,-0.3991640198049511,53
427,Trade-related query,Trade,Medium,-0.19681487212085536,66
428,Defective item received,Product,Medium,-0.7716819313808543,14
429,Damaged packaging,Packaging,Low,-0.2586099639790398,2
430,Need bulk order details,Trade,Low,0.35062385286442654,70
431,Damaged packaging,Packaging,Low,0.055191820631310895,68
432,Product stopped working,Product,Low,-0.6392667182676104,1
433,Poor packaging quality,Packaging,Low,0.43865493130442457,40
434,Damaged packaging,Packaging,Medium,0.8075569703917254,59
435,Need bulk order details,Trade,Medium,-0.6587147753407248,27
436,Need bulk order details,Trade,High,-0.46727288244008025,70
437,Defective item received,Product,Low,0.7806056491213424,55
438,Product malfunctioning,Product,Low,0.11401079707662332,1
439,Box was broken,Packaging,Medium,0.7288608545307282,34
440,Inquiry about pricing,Trade,Medium,-0.550889721888677,69
441,Defective item received,Product,High,0.7576112213112165,63
442,Need bulk order details,Trade,High,0.6617167357317855,61
443,Defective item received,Product,High,0.6992257149253938,17
444,Box was broken,Packaging,Medium,0.8707177866412741,7
445,Poor packaging quality,Packaging,Low,-0.4533875444170621,67
446,Defective item received,Product,High,-0.8784477670645927,59
447,Poor packaging quality,Packaging,Medium,0.11208321176832814,39
448,Defective item received,Product,Medium,0.06145352034883245,2
449,Product stopped working,Product,High,0.6720388517024793,15
450,Poor packaging quality,Packaging,Medium,-0.016656028543403423,50
451,Trade-related query,Trade,Low,0.11901996240664503,13
452,Product malfunctioning,Product,High,-0.7226377297611939,20
453,Box was broken,Packaging,Medium,0.09950783861066692,62
454,Inquiry about pricing,Trade,Medium,-0.295694619599137,28
455,Defective item received,Product,High,0.6287681389013606,21
456,Defective item received,Product,Medium,0.9858481578060772,65
457,Product malfunctioning,Product,Medium,0.22659961328907197,20
458,Trade-related query,Trade,Low,0.16798136602683522,57
459,Need bulk order details,Trade,Medium,0.033469465600032944,10
460,Product stopped working,Product,Medium,-0.6376562487402544,5
461,Inquiry about pricing,Trade,High,-0.41334485220576345,10
462,Defective item received,Product,Low,-0.4412370792453315,29
463,Defective item received,Product,Low,0.015049855201534124,52
464,Defective item received,Product,High,-0.44464559943253756,48
465,Box was broken,Packaging,High,0.03208753774951756,17
466,Damaged packaging,Packaging,Low,-0.4304913228394689,47
467,Product malfunctioning,Product,Low,-0.9618921576739923,39
468,Product stopped working,Product,Low,0.41734485718659564,50
469,Poor packaging quality,Packaging,High,-0.3492793998413031,13
470,Poor packaging quality,Packaging,High,-0.6778234620253216,36
471,Box was broken,Packaging,Medium,-0.11407518000667993,67
472,Product stopped working,Product,High,-0.012087002038454475,38
473,Product malfunctioning,Product,Medium,-0.38809300546318304,52
474,Box was broken,Packaging,High,-0.33070434971362417,29
475,Poor packaging quality,Packaging,High,0.7101642346377464,24
476,Defective item received,Product,Low,0.5785294112377266,18
477,Damaged packaging,Packaging,Medium,0.2613478113615726,58
478,Inquiry about pricing,Trade,Medium,0.9119642271159423,45
479,Product malfunctioning,Product,Low,0.9063904384348924,34
480,Product malfunctioning,Product,Low,0.87928688971377,13
481,Need bulk order details,Trade,High,0.6234992471509073,39
482,Need bulk order details,Trade,High,0.4011095298316769,70
483,Damaged packaging,Packaging,Low,0.11713896256774459,42
484,Damaged packaging,Packaging,Medium,0.0946014518322087,58
485,Box was broken,Packaging,Low,-0.15258883055126748,7
486,Trade-related query,Trade,Medium,0.4604712518431473,52
487,Defective item received,Product,Medium,-0.4324791453630126,40
488,Product stopped working,Product,Medium,-0.2200731223397503,70
489,Defective item received,Product,High,0.8289164268364506,65
490,Trade-related query,Trade,Medium,0.8622913615502492,65
491,Inquiry about pricing,Trade,Medium,-0.15979782490565864,63
